ID,area_type,availability,location,size,total_sqft,bath,balcony,price,total_sqft_category,dist_from_city,avg_2bhk_rent,dist_from_city_cat
9233,Super built-up  Area,18-Apr,Old Madras Road,4 BHK,3630,6,1.0,207.0,5,4.7,24842.0,2
9234,Super built-up  Area,Ready To Move,Bellandur,2 BHK,950,2,2.0,35.0,4,12.9,19667.0,4
9235,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,5400,3,2.0,400.0,6,4.0,22500.0,2
9236,Super built-up  Area,Ready To Move,Electronic City,2 BHK,865,2,1.0,40.0,4,18.1,15867.0,5
9237,Plot  Area,Ready To Move,Kirloskar Layout,4 BHK,2400,4,2.0,89.0,5,19.0,15867.0,5
9238,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1169,2,2.0,75.0,5,13.3,15867.0,5
9239,Built-up  Area,Ready To Move,Hormavu,2 BHK,1206,2,1.0,40.0,5,11.9,15465.0,4
9240,Plot  Area,Ready To Move,SARJAPUR BAGALUR ROAD,4 BHK,10961,4,1.0,80.0,7,15.179954252443338,15867.0,5
9241,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1683,3,1.0,110.0,5,21.4,11184.0,6
9242,Super built-up  Area,18-May,Mico Layout,3 BHK,1250,2,2.0,44.0,5,11.5,15465.0,4
9243,Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,3150,4,3.0,218.0,5,16.9,15867.0,5
9244,Plot  Area,Ready To Move,B Y Raveshwara Nagar,4 BHK,1200,2,1.0,140.0,5,15.179954252443338,15867.0,5
9245,Carpet  Area,18-Dec,Bhoganhalli,3 BHK,1235,3,1.0,104.0,5,15.3,15867.0,5
9246,Super built-up  Area,21-Jun,Vijayanagar,1 BHK,492,1,1.0,40.0,3,11.1,18125.0,4
9247,Built-up  Area,Ready To Move,Banashankari,2 BHK,600,1,0.0,27.0,4,11.2,15107.0,4
9248,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1902,3,2.0,89.0,5,13.5,15867.0,5
9249,Plot  Area,18-May,Kothnur Narayanapura,6 BHK,1200,6,2.0,125.0,5,15.179954252443338,15867.0,5
9250,Super built-up  Area,18-Nov,Govindpura,3 BHK,1639,3,1.0,77.89,5,10.0,15465.0,4
9251,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1214,2,3.0,67.0,5,15.0,15867.0,5
9252,Built-up  Area,Ready To Move,Kadabagere,2 BHK,565,2,1.0,15.0,4,26.6,11184.0,6
9253,Plot  Area,Ready To Move,Basaveshwara Nagar,5 BHK,2520,4,1.0,378.0,5,10.9,15465.0,4
9254,Super built-up  Area,18-Dec,Harlur,2 BHK,1386,2,2.0,85.0,5,16.1,22500.0,5
9255,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1535,3,3.0,60.0,5,18.8,15867.0,5
9256,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1720,3,2.0,175.0,5,10.9,16620.0,4
9257,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1370,2,2.0,54.79,5,11.0,15465.0,4
9258,Built-up  Area,18-Mar,Bannerghatta Road,3 BHK,1655,3,3.0,90.0,5,18.8,15867.0,5
9259,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200,2,2.0,52.0,5,18.0,9675.0,5
9260,Super built-up  Area,Ready To Move,Horamavu Banaswadi,3 BHK,1610,3,3.0,68.0,5,9.9,15465.0,4
9261,Plot  Area,Ready To Move,Ramamurthy Nagar,4 BHK,2200,4,2.0,130.0,5,11.7,14647.0,4
9262,Plot  Area,Ready To Move,TC Palaya,3 BHK,1200,2,0.0,66.0,5,12.2,15465.0,4
9263,Super built-up  Area,Ready To Move,Mahalakshmi Layout,2 BHK,1105,2,1.0,80.0,5,11.4,15465.0,4
9264,Plot  Area,Ready To Move,Banjara Layout,2 BHK,753,3,3.0,59.5,4,11.1,15465.0,4
9265,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1655,3,1.0,108.0,5,17.3,14981.0,5
9266,Built-up  Area,Ready To Move,KR Garden,3 BHK,1700,3,1.0,250.0,5,6.6,17994.0,3
9267,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,770,2,2.0,30.0,4,12.0,15465.0,4
9268,Super built-up  Area,18-May,Balagere,2 BHK,1210,2,1.0,69.0,5,16.1,15867.0,5
9269,Super built-up  Area,Ready To Move,Hormavu,2 BHK,965,2,2.0,37.15,4,11.9,15465.0,4
9270,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,700,1,1.0,41.0,4,26.5,11184.0,6
9271,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1740,3,2.0,95.0,5,17.3,14981.0,5
9272,Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,1310,2,1.0,37.84,5,19.3,11500.0,5
9273,Super built-up  Area,17-Oct,Sarjapur  Road,3 BHK,1763,3,3.0,98.0,5,17.2,15867.0,5
9274,Super built-up  Area,Ready To Move,Basaveshwara Nagar,3 BHK,1900,3,3.0,150.0,5,10.9,15465.0,4
9275,Plot  Area,Ready To Move,Kammanahalli,6 BHK,1000,6,3.0,150.0,4,7.6,20250.0,3
9276,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1450,2,2.0,55.0,5,9.9,15465.0,4
9277,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1836,3,2.0,148.0,5,7.2,16500.0,3
9278,Super built-up  Area,Ready To Move,Hoodi Layout,2 BHK,1160,2,2.0,75.0,5,15.179954252443338,15867.0,5
9279,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1153,2,1.0,43.0,5,14.4,15867.0,5
9280,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1285,2,2.0,55.0,5,10.9,16620.0,4
9281,Super built-up  Area,Ready To Move,Rest House Road,3 BHK,2500,3,2.0,400.0,5,15.179954252443338,15867.0,5
9282,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2,2.0,47.0,5,14.9,15867.0,5
9283,Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,1257,2,1.0,105.0,5,13.0,15465.0,4
9284,Plot  Area,Ready To Move,Whitefield,3 BHK,1200,3,1.0,56.72,5,17.3,14981.0,5
9285,Carpet  Area,19-Jun,Hormavu,1 BHK,583,1,0.0,28.275,4,11.9,15465.0,4
9286,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1240,2,1.0,79.0,5,20.9,11184.0,6
9287,Super built-up  Area,Ready To Move,Basapura,3 BHK,1294,2,2.0,52.0,5,14.4,15867.0,5
9288,Super built-up  Area,Ready To Move,Nagondanahalli,2 BHK,1095,2,1.0,45.0,5,19.0,15867.0,5
9289,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1145,2,2.0,46.0,5,10.5,20521.0,4
9290,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1826,3,2.0,130.0,5,17.2,15867.0,5
9291,Super built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,1314,2,2.0,60.0,5,20.3,11184.0,6
9292,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1900,2,1.0,120.0,5,8.3,2117.0,4
9293,Super built-up  Area,18-May,KEB Colony,2 BHK,1040,2,2.0,36.84,5,15.179954252443338,15867.0,5
9294,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290,2,1.0,85.0,5,12.9,18636.0,4
9295,Plot  Area,Ready To Move,Kodigehaali,4 BHK,1200,4,0.0,130.0,5,15.8,15867.0,5
9296,Super built-up  Area,Ready To Move,Gollahalli,3 BHK,1325,2,1.0,47.0,5,18.9,15867.0,5
9297,Super built-up  Area,19-Oct,Hebbal,3 BHK,2600,3,2.0,195.0,5,11.1,17340.0,4
9298,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1129,2,1.0,44.0,5,11.9,15465.0,4
9299,Super built-up  Area,20-Jan,Balagere,1 BHK,790,1,0.0,42.295,4,16.1,15867.0,5
9300,Built-up  Area,Ready To Move,Hebbal,2 BHK,1075,2,0.0,52.0,5,11.1,17340.0,4
9301,Super built-up  Area,Ready To Move,Green View Layout,2 BHK,1108,2,1.0,48.0,5,18.1,15867.0,5
9302,Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,810,2,1.0,25.5,4,21.6,11184.0,6
9303,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,1155,2,1.0,65.0,5,18.6,15867.0,5
9304,Super built-up  Area,Ready To Move,Rajaji Nagar,6 BHK,3900,6,3.0,260.0,5,9.6,15465.0,4
9305,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2367,3,3.0,375.0,5,9.6,15465.0,4
9306,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1550,2,2.0,98.0,5,17.2,15867.0,5
9307,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1100,2,2.0,38.0,5,9.8,15465.0,4
9308,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3,3.0,54.2,5,26.5,11184.0,6
9309,Super built-up  Area,Ready To Move,Kothanur,2 BHK,1141,2,2.0,54.0,5,11.8,16375.0,4
9310,Super built-up  Area,Ready To Move,HOSUR RMAIN ROAD,3 BHK,1464,3,2.0,56.0,5,15.179954252443338,15867.0,5
9311,Super built-up  Area,Ready To Move,Hanumanth Nagar,3 BHK,1500,3,3.0,67.49,5,15.179954252443338,15867.0,5
9312,Super built-up  Area,Ready To Move,Anekal,1 BHK,456,1,1.0,15.0,3,34.2,17414.0,7
9313,Plot  Area,Ready To Move,Ramamurthy Nagar,4 BHK,1200,4,1.0,125.0,5,11.7,14647.0,4
9314,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122,6,2.0,245.0,5,15.0,15867.0,5
9315,Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,760,2,2.0,37.49,4,12.2,15465.0,4
9316,Plot  Area,Ready To Move,Koramangala,6 BHK,2400,6,0.0,480.0,5,8.3,2117.0,4
9317,Built-up  Area,Ready To Move,Electronic City,2 BHK,800,2,2.0,32.0,4,18.1,15867.0,5
9318,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1180,2,1.0,71.22,5,16.8,15867.0,5
9319,Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,775,2,2.0,29.5,4,8.9,1756.0,4
9320,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1145,2,2.0,49.5,5,17.2,15867.0,5
9321,Super built-up  Area,Ready To Move,Konappana Agrahara,2 BHK,1060,2,1.0,42.5,5,15.179954252443338,15867.0,5
9322,Super built-up  Area,Ready To Move,Cooke Town,4 BHK,3900,5,2.0,415.0,5,5.4,18417.0,3
9323,Super built-up  Area,19-Sep,Yelahanka New Town,3 BHK,1420,2,1.0,75.0,5,21.5,15250.0,6
9324,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439,4,3.0,190.0,5,15.3,15867.0,5
9325,Plot  Area,Ready To Move,1st Phase JP Nagar,4 BHK,1200,4,2.0,300.0,5,9.7,15465.0,4
9326,Super built-up  Area,19-Dec,Hoodi,2 BHK,1111,2,1.0,49.43,5,13.3,9233.0,5
9327,Built-up  Area,Ready To Move,Jeevan bima nagar,2 BHK,984,2,2.0,125.0,4,6.9,17994.0,3
9328,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200,2,2.0,42.0,5,10.8,15465.0,4
9329,Super built-up  Area,18-Oct,Bannerghatta Road,2 BHK,1247,2,1.0,47.39,5,18.8,15867.0,5
9330,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2,1.0,77.47,5,11.0,15465.0,4
9331,Super built-up  Area,Ready To Move,Devanahalli,3 BHK,1550,3,1.0,85.0,5,38.7,17302.0,7
9332,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1270,2,1.0,80.0,5,11.0,15465.0,4
9333,Super built-up  Area,18-Apr,Balagere,2 BHK,1012,2,1.0,65.0,5,16.1,15867.0,5
9334,Super built-up  Area,Ready To Move,Electronic City,2 BHK,970,2,2.0,34.0,4,18.1,15867.0,5
9335,Super built-up  Area,18-Feb,Thanisandra,2 BHK,933,2,1.0,55.0,4,11.5,13500.0,4
9336,Plot  Area,18-Aug,Sarjapur,3 BHK,1200,3,2.0,76.13,5,17.2,45000.0,5
9337,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,1148,2,2.0,69.0,5,13.8,15867.0,5
9338,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1463,2,1.0,61.45,5,11.0,15465.0,4
9339,Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,1719,3,2.0,110.0,5,16.4,15867.0,5
9340,Super built-up  Area,19-Dec,Whitefield,2 BHK,1350,2,1.0,88.0,5,17.3,14981.0,5
9341,Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1250,2,2.0,47.0,5,8.9,1756.0,4
9342,Built-up  Area,Ready To Move,1st Block Jayanagar,8 BHK,1700,3,2.0,50.0,5,6.0,17994.0,3
9343,Plot  Area,Ready To Move,Mahalakshmi Layout,9 BHK,4320,7,2.0,821.0,5,11.4,15465.0,4
9344,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200,2,1.0,75.0,5,13.3,15867.0,5
9345,Built-up  Area,Ready To Move,Whitefield,2 BHK,1030,2,2.0,44.0,5,17.3,14981.0,5
9346,Super built-up  Area,Ready To Move,Rajasree Layout,3 BHK,1420,3,3.0,70.0,5,15.179954252443338,15867.0,5
9347,Plot  Area,Ready To Move,Ramagondanahalli,5 BHK,9600,6,1.0,1800.0,6,15.4,19867.0,5
9348,Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,1703,3,2.0,126.0,5,26.5,11184.0,6
9349,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1210,2,1.0,80.0,5,4.7,24842.0,2
9350,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1210,2,1.0,50.0,5,9.9,15465.0,4
9351,Plot  Area,18-Aug,Veer Sandra,4 BHK,3000,4,3.0,264.0,5,15.179954252443338,15867.0,5
9352,Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,1398,3,0.0,51.0,5,26.7,11184.0,6
9353,Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,1335,2,3.0,110.0,5,7.0,17994.0,3
9354,Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2,1.0,52.32,5,10.0,17529.0,4
9355,Plot  Area,Ready To Move,Mysore Road,4 BHK,540,4,2.0,85.0,4,28.6,11184.0,6
9356,Super built-up  Area,18-Apr,Babusapalaya,3 BHK,1213,2,1.0,36.37,5,9.8,15465.0,4
9357,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1240,2,2.0,42.04,5,15.3,15867.0,5
9358,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1076,2,1.0,78.0,5,20.8,8500.0,6
9359,Built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,1320,2,3.0,90.0,5,7.9,17994.0,3
9360,Super built-up  Area,19-Mar,Whitefield,2 BHK,1216,2,1.0,80.0,5,17.3,14981.0,5
9361,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100,2,2.0,42.0,5,11.5,13500.0,4
9362,Super built-up  Area,19-Mar,Thanisandra,2 BHK,1183,2,1.0,77.3,5,11.5,13500.0,4
9363,Super built-up  Area,20-Jan,Balagere,1 BHK,656,1,1.0,38.77,4,16.1,15867.0,5
9364,Super built-up  Area,19-Dec,Sarjapur  Road,1 BHK,534,1,1.0,19.65,4,17.2,15867.0,5
9365,Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,1285,2,2.0,45.0,5,19.7,15867.0,5
9366,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2087,4,2.0,135.0,5,13.7,15867.0,5
9367,Built-up  Area,18-Dec,"Off Sarjapur Road, ",2 BHK,1161,2,1.0,59.0,5,15.3,15867.0,5
9368,Built-up  Area,Ready To Move,Begur,2 BHK,1306,2,3.0,65.0,5,12.9,15500.0,4
9369,Super built-up  Area,22-May,Jakkur,4 BHK,2250,4,2.0,245.0,5,12.9,18636.0,4
9370,Built-up  Area,Ready To Move,Tata Nagar,3 BHK,1504,3,2.0,67.0,5,14.2,15867.0,5
9371,Super built-up  Area,18-May,Balagere,1 BHK,645,1,1.0,39.0,4,16.1,15867.0,5
9372,Plot  Area,Ready To Move,Esther Enclave Layout,2 BHK,1230,2,0.0,68.0,5,15.179954252443338,15867.0,5
9373,Built-up  Area,Ready To Move,Hebbal,2 BHK,1100,2,2.0,42.0,5,11.1,17340.0,4
9374,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,1000,1,0.0,14.0,4,20.8,8500.0,6
9375,Super built-up  Area,18-Jun,Sadaramangala,2 BHK,1260,2,1.0,62.0,5,15.179954252443338,15867.0,5
9376,Built-up  Area,Ready To Move,Ambalipura,3 BHK,1817,3,3.0,102.0,5,13.7,15867.0,5
9377,Super built-up  Area,19-Jan,Kodihalli,4 BHK,3626,5,3.0,785.0,5,6.1,17994.0,3
9378,Super built-up  Area,18-Apr,Basavangudi,2 BHK,1180,2,3.0,124.0,5,7.1,17994.0,3
9379,Built-up  Area,Ready To Move,KR Puram,2 BHK,1050,2,2.0,55.0,5,11.9,15465.0,4
9380,Plot  Area,Ready To Move,Whitefield,4 BHK,2900,4,3.0,225.0,5,17.3,14981.0,5
9381,Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,2110,4,3.0,120.0,5,15.0,15867.0,5
9382,Built-up  Area,Ready To Move,Mysore Road,1 BHK,500,1,1.0,17.5,3,28.6,11184.0,6
9383,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,1930,3,3.0,75.0,5,6.8,18875.0,3
9384,Plot  Area,Ready To Move,Harappanahalli,4 BHK,4560,5,2.0,430.0,5,15.179954252443338,15867.0,5
9385,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,1505,3,2.0,64.0,5,10.3,15465.0,4
9386,Plot  Area,Ready To Move,Jayamahal,4 BHK,2400,3,1.0,750.0,5,15.179954252443338,15867.0,5
9387,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,890,2,1.0,27.0,4,21.6,11184.0,6
9388,Plot  Area,19-Jan,Anekal,2 BHK,1200,1,1.0,36.0,5,34.2,17414.0,7
9389,Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,849,2,2.0,25.4,4,16.6,15867.0,5
9390,Plot  Area,Ready To Move,Chikka Tirupathi,3 BHK,1555,3,1.0,100.0,5,34.6,17414.0,7
9391,Plot  Area,Ready To Move,8th block Koramangala,3 BHK,600,2,1.0,85.0,4,5.4,17994.0,3
9392,Carpet  Area,Ready To Move,KR Puram,2 BHK,1057,2,2.0,30.0,5,11.9,15465.0,4
9393,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3,2.0,122.0,5,11.0,15465.0,4
9394,Built-up  Area,Ready To Move,Samethanahalli,2 BHK,799,2,1.0,35.0,4,21.7,11184.0,6
9395,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1450,2,1.0,75.0,5,17.2,15867.0,5
9396,Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,1819,3,2.0,100.0,5,17.2,15867.0,5
9397,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1135,2,1.0,56.74,5,26.5,11184.0,6
9398,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,2020,3,2.0,160.0,5,10.5,20521.0,4
9399,Super built-up  Area,Ready To Move,Vinayaka Layout,5 BHK,2700,4,2.0,170.0,5,15.179954252443338,15867.0,5
9400,Super built-up  Area,18-Jan,Hosa Road,3 BHK,1730,3,2.0,72.6,5,15.7,2283.0,5
9401,Built-up  Area,Ready To Move,Dasarahalli,3 BHK,1950,3,2.0,125.0,5,29.4,11184.0,6
9402,Super built-up  Area,Ready To Move,Thirumalashettyhally,2 BHK,1077,2,1.0,34.46,5,15.179954252443338,15867.0,5
9403,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1706,3,2.0,115.0,5,15.1,21250.0,5
9404,Built-up  Area,Ready To Move,New Gurappana Palya,5 BHK,3000,4,0.0,300.0,5,8.1,15465.0,4
9405,Super built-up  Area,Ready To Move,Channasandra,2 BHK,1093,2,1.0,37.0,5,19.6,15867.0,5
9406,Super built-up  Area,Ready To Move,Ambalipura,4 BHK,2750,4,2.0,142.0,5,13.7,15867.0,5
9407,Super built-up  Area,18-Feb,Whitefield,2 BHK,1340,2,1.0,101.0,5,17.3,14981.0,5
9408,Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,984,2,1.0,59.0,4,17.2,15867.0,5
9409,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1135,2,2.0,68.0,5,13.8,15867.0,5
9410,Plot  Area,18-Dec,Bannerghatta Road,4 BHK,2400,4,1.0,344.0,5,18.8,15867.0,5
9411,Super built-up  Area,Ready To Move,Varthur,2 BHK,1155,2,2.0,39.0,5,17.4,9483.0,5
9412,Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,700,1,0.0,35.0,4,32.9,17414.0,7
9413,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1150,2,1.0,42.0,5,12.2,15465.0,4
9414,Super built-up  Area,Ready To Move,Hormavu,3 BHK,1385,2,1.0,69.25,5,11.9,15465.0,4
9415,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,2061,4,2.0,175.0,5,13.8,15867.0,5
9416,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1335,2,3.0,73.43,5,9.6,15465.0,4
9417,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1015,2,1.0,60.0,5,12.9,19667.0,4
9418,Built-up  Area,Ready To Move,Banashankari Stage III,6 BHK,3000,6,2.0,150.0,5,11.2,15465.0,4
9419,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1108,2,1.0,63.0,5,18.1,15867.0,5
9420,Super built-up  Area,Ready To Move,Frazer Town,2 BHK,1180,2,1.0,105.0,5,4.0,22500.0,2
9421,Super built-up  Area,18-Sep,Hennur Road,3 BHK,1445,2,1.0,83.0,5,14.4,15867.0,5
9422,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1500,2,2.0,65.0,5,14.0,15867.0,5
9423,Plot  Area,Ready To Move,Ramamurthy Nagar,1 BHK,2400,1,1.0,48.0,5,11.7,14647.0,4
9424,Super built-up  Area,18-Jun,KR Puram,2 BHK,1085,2,1.0,46.5,5,11.9,15465.0,4
9425,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050,2,2.0,52.08,5,13.0,15465.0,4
9426,Plot  Area,Ready To Move,Kadugodi,4 BHK,2760,4,2.0,290.0,5,18.7,12250.0,5
9427,Built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,1330,2,1.0,49.0,5,36.0,17414.0,7
9428,Plot  Area,18-May,Ramagondanahalli,2 BHK,845,2,1.0,45.82,4,15.4,19867.0,5
9429,Super built-up  Area,18-Mar,Kadugodi,3 BHK,1762,3,3.0,112.0,5,18.7,12250.0,5
9430,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1303,2,2.0,80.0,5,13.7,15867.0,5
9431,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,1560,2,2.0,125.0,5,10.0,15465.0,4
9432,Super built-up  Area,19-Jan,Chandapura,3 BHK,1110,2,2.0,29.97,5,24.0,11714.0,6
9433,Super built-up  Area,18-May,Doddabanahalli,3 BHK,1290,3,2.0,45.33,5,16.9,15867.0,5
9434,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1238,2,0.0,49.49,5,18.8,15867.0,5
9435,Super built-up  Area,18-Mar,9th Phase JP Nagar,3 BHK,1780,3,2.0,88.0,5,15.8,15867.0,5
9436,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636,3,2.0,83.0,5,30.9,17414.0,7
9437,Built-up  Area,18-May,Hennur,4 BHK,2557,4,1.0,170.0,5,10.0,17529.0,4
9438,Built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,1332,2,2.0,101.0,5,6.6,17994.0,3
9439,Super built-up  Area,Ready To Move,Sadashiva Nagar,5 BHK,7500,5,2.0,1500.0,6,6.7,17994.0,3
9440,Built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,1012,2,2.0,59.0,5,11.1,15465.0,4
9441,Super built-up  Area,Ready To Move,Kengeri,2 BHK,1192,2,2.0,53.5,5,22.5,12000.0,6
9442,Super built-up  Area,Ready To Move,Abbigere,2 BHK,795,2,1.0,32.54,4,18.4,15867.0,5
9443,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1213,2,2.0,48.0,5,12.9,19750.0,4
9444,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1489,3,2.0,88.0,5,17.2,15867.0,5
9445,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1200,2,2.0,62.0,5,17.2,45000.0,5
9446,Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1140,2,2.0,28.5,5,19.3,11500.0,5
9447,Super built-up  Area,18-Apr,Devanahalli,3 BHK,1200,2,1.0,55.08,5,38.7,17302.0,7
9448,Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,1200,2,1.0,36.0,5,21.6,11184.0,6
9449,Plot  Area,Ready To Move,Vidyaranyapura,5 BHK,2640,6,1.0,225.0,5,18.0,9675.0,5
9450,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1650,3,1.0,94.0,5,18.8,15867.0,5
9451,Plot  Area,Ready To Move,Bharathnagar,2 BHK,1245,2,1.0,120.0,5,15.179954252443338,15867.0,5
9452,Super built-up  Area,Ready To Move,Ardendale,2 BHK,1224,2,2.0,67.0,5,23.1,11184.0,6
9453,Super built-up  Area,18-Aug,Gunjur,2 BHK,1235,2,2.0,52.76,5,18.5,16000.0,5
9454,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1200,2,2.0,45.6,5,15.2,15867.0,5
9455,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1342,2,2.0,75.0,5,20.8,8500.0,6
9456,Plot  Area,Ready To Move,9th Phase JP Nagar,3 BHK,600,3,2.0,79.0,4,15.8,15867.0,5
9457,Built-up  Area,Ready To Move,TC Palaya,2 BHK,1800,2,2.0,80.0,5,12.2,15465.0,4
9458,Plot  Area,Ready To Move,HAL 2nd Stage,4 BHK,2280,4,2.0,615.0,5,5.6,17994.0,3
9459,Plot  Area,Ready To Move,Rajaji Nagar,4 BHK,2440,2,0.0,415.0,5,9.6,15465.0,4
9460,Super built-up  Area,Ready To Move,Abbigere,2 BHK,1130,2,1.0,46.33,5,18.4,15867.0,5
9461,Built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1186,2,3.0,72.0,5,12.0,15465.0,4
9462,Super built-up  Area,Ready To Move,Hennur,2 BHK,1295,2,1.0,64.0,5,10.0,17529.0,4
9463,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1535,3,2.0,85.0,5,11.8,9500.0,4
9464,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,905,2,1.0,65.0,4,18.8,15867.0,5
9465,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,1447,2,1.0,75.97,5,15.3,15867.0,5
9466,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1165,2,1.0,40.0,5,11.9,15465.0,4
9467,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1328,2,2.0,107.0,5,26.5,11184.0,6
9468,Super built-up  Area,Ready To Move,Gandhi Bazar,3 BHK,1485,2,3.0,110.0,5,15.179954252443338,15867.0,5
