,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,dist_from_city
2326,2326,Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,26.5
2327,2327,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Asarqz ,1457,2.0,2.0,17.3
2328,2328,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,4.0,2.0,13.8
2329,2329,Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1408,3.0,2.0,14.5
2330,2330,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1005,2.0,2.0,11.9
2331,2331,Plot  Area,Ready To Move,Dodsworth Layout,6 Bedroom,Unknown,30400,4.0,2.0,18.7
2332,2332,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1.0,1.0,19.3
2333,2333,Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,Unknown,1182,2.0,1.0,17.2
2334,2334,Super built-up  Area,18-May,Talaghattapura,3 BHK,Sodgere,1804 - 2273,3.0,0.0,17.1
2335,2335,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MadinJa,1367,2.0,0.0,17.2
2336,2336,Plot  Area,Ready To Move,BTM 1st Stage,5 Bedroom,Unknown,1200,4.0,2.0,7.4
2337,2337,Built-up  Area,Ready To Move,Judicial Layout,5 BHK,Unknown,1100,4.0,3.0,16.3
2338,2338,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Unknown,1565,3.0,2.0,17.2
2339,2339,Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1720,3.0,2.0,17.3
2340,2340,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Cerasy ,1107,2.0,3.0,19.6
2341,2341,Super built-up  Area,20-Jan,Yelahanka,2 BHK,Aduil T,1360,2.0,1.0,20.8
2342,2342,Super built-up  Area,18-Jan,Anekal,2 BHK,Unknown,625,1.0,1.0,34.2
2343,2343,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1701,2.0,2.0,16.6
2344,2344,Plot  Area,Ready To Move,Agrahara Dasarahalli,3 Bedroom,Unknown,1350,1.0,0.0,
2345,2345,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1016,2.0,1.0,15.7
2346,2346,Super built-up  Area,Ready To Move,KEB Colony,3 BHK,Unknown,1500,3.0,1.0,
2347,2347,Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Baalp S,900,2.0,1.0,13.8
2348,2348,Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,Viara M,1500,3.0,1.0,10.6
2349,2349,Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,Prlis A,2292,2.0,1.0,
2350,2350,Carpet  Area,Ready To Move,Kereguddadahalli,3 BHK,Jaood G,1280,3.0,1.0,19.4
2351,2351,Plot  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,KrodsNo,1750,4.0,2.0,
2352,2352,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,18.1
2353,2353,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,18.1
2354,2354,Super built-up  Area,Ready To Move,Gottigere,2 BHK,SMshi M,1245,2.0,2.0,15.2
2355,2355,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Unknown,1025,2.0,1.0,20.8
2356,2356,Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1945,3.0,2.0,10.0
2357,2357,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,3.0,9.6
2358,2358,Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,DSthian,1348,2.0,2.0,13.7
2359,2359,Super built-up  Area,Ready To Move,Tindlu,2 BHK,Suncyu ,1100,2.0,2.0,16.2
2360,2360,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Elentrk,1616,3.0,3.0,21.2
2361,2361,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855,3.0,3.0,13.4
2362,2362,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,10.0
2363,2363,Plot  Area,Ready To Move,HAL 2nd Stage,5 Bedroom,Unknown,2040,4.0,1.0,5.6
2364,2364,Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,Unknown,2400,4.0,1.0,10.9
2365,2365,Super built-up  Area,Ready To Move,Kothanur,2 BHK,Unknown,1195,2.0,2.0,11.8
2366,2366,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,DSnjh S,1022,2.0,1.0,18.8
2367,2367,Plot  Area,Ready To Move,Hegde Nagar,6 Bedroom,Unknown,760,6.0,0.0,13.7
2368,2368,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Niers S,1264,2.0,1.5947635795232513,11.9
2369,2369,Super built-up  Area,Ready To Move,Chamrajpet,3 BHK,Unknown,1650,3.0,2.0,6.7
2370,2370,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020,2.0,1.0,18.4
2371,2371,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Klark L,4395,4.0,2.0,17.2
2372,2372,Built-up  Area,Ready To Move,Bommasandra,2 BHK,ALoraAu,950,2.0,1.0,21.7
2373,2373,Super built-up  Area,18-Jul,Shantiniketan Layout,4 BHK,Unknown,2710,5.0,3.0,13.1
2374,2374,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1936,3.0,1.0,14.4
2375,2375,Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,Unknown,1075,2.0,2.0,
2376,2376,Super built-up  Area,18-Apr,Hosur Road,2 BHK,PuendWe,1223,2.0,1.0,19.0
2377,2377,Plot  Area,18-Dec,Whitefield,3 Bedroom,Unknown,1500,3.0,1.0,17.3
2378,2378,Built-up  Area,Ready To Move,Hennur,2 BHK,Unknown,1050,2.0,2.0,10.0
2379,2379,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Unknown,2100,3.0,2.0,11.0
2380,2380,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,Unknown,1200,4.0,2.0,15.2
2381,2381,Built-up  Area,Ready To Move,Uttarahalli,3 Bedroom,Unknown,1650,2.0,1.0,12.9
2382,2382,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,2.0,1.0,17.3
2383,2383,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Adaveth,1500,2.0,3.0,9.9
2384,2384,Super built-up  Area,21-Jul,Koramangala,3 BHK,G ceses,1605,3.0,2.0,8.3
2385,2385,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Suleyli,1270,2.0,2.0,17.3
2386,2386,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Shncyhi,1081,2.0,3.0,12.2
2387,2387,Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600,2.0,0.0,8.3
2388,2388,Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1596,3.0,1.0,26.5
2389,2389,Plot  Area,Ready To Move,Vasanthpura,6 Bedroom,Unknown,600,6.0,2.0,
2390,2390,Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,SKdesa ,1557,3.0,1.0,12.2
2391,2391,Built-up  Area,Ready To Move,Devi Nagar,3 BHK,Unknown,1410,3.0,3.0,14.0
2392,2392,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,17.2
2393,2393,Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Unknown,1196,2.0,3.0,18.7
2394,2394,Super built-up  Area,21-Dec,Thanisandra,4 BHK,Bhe 2ko,2259,3.0,2.0,11.5
2395,2395,Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1720,3.0,1.5947635795232513,21.8
2396,2396,Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,Unknown,600,5.0,2.0,14.5
2397,2397,Built-up  Area,Ready To Move,Nagaraja Garden,2 BHK,Unknown,1256,2.0,1.0,10.7
2398,2398,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1243,2.0,2.0,14.9
2399,2399,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,1.0,19.3
2400,2400,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Unknown,1140,2.0,1.0,11.0
2401,2401,Super built-up  Area,Ready To Move,Cooke Town,3 BHK,Scenth ,1600,3.0,2.0,5.4
2402,2402,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,2.0,11.8
2403,2403,Super built-up  Area,Ready To Move,Harlur,2 BHK,Shodsir,1200 - 1470,2.0,0.0,16.1
2404,2404,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Veyalin,1674,3.0,1.5947635795232513,17.3
2405,2405,Plot  Area,Ready To Move,CV Raman Nagar,5 Bedroom,Unknown,1200,2.0,1.0,7.2
2406,2406,Super built-up  Area,Ready To Move,Kenchenhalli,3 BHK,MasicCl,1786,3.0,2.0,
2407,2407,Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,Unknown,770,3.0,2.0,18.0
2408,2408,Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,Unknown,1035,2.0,1.0,17.2
2409,2409,Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,17.3
2410,2410,Super built-up  Area,18-Mar,Margondanahalli,2 BHK,Unknown,1334,2.0,1.0,13.7
2411,2411,Plot  Area,Ready To Move,Defence Colony,10 Bedroom,Unknown,7150,13.0,1.5947635795232513,4.2
2412,2412,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,21.7
2413,2413,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2.0,1.0,16.8
2414,2414,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,15.8
2415,2415,Super built-up  Area,Ready To Move,BCMC Layout,3 BHK,Anair A,1369,2.0,3.0,
2416,2416,Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1240,2.0,2.0,17.3
2417,2417,Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,600,3.0,2.0,17.0
2418,2418,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,ArzzaRe,1418,2.0,1.0,18.9
2419,2419,Built-up  Area,Ready To Move,Hebbal,3 BHK,Unknown,2250,3.0,1.5947635795232513,11.1
2420,2420,Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,Unknown,500,1.0,1.0,3.3
2421,2421,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Unknown,1020,2.0,2.0,11.9
2422,2422,Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,G harth,1290,2.0,2.0,21.5
2423,2423,Plot  Area,Ready To Move,Attibele,3 Bedroom,Unknown,1500,3.0,2.0,31.8
2424,2424,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,Unknown,1290,3.0,3.0,10.6
2425,2425,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Prarkll,1881,3.0,2.0,16.6
2426,2426,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,943,2.0,2.0,27.7
2427,2427,Built-up  Area,18-Dec,Electronic City,2 BHK,Unknown,1140,2.0,1.0,18.1
2428,2428,Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,1035,2.0,2.0,11.7
2429,2429,Plot  Area,18-Dec,Whitefield,3 Bedroom,Unknown,1500,3.0,1.0,17.3
2430,2430,Super built-up  Area,Ready To Move,Sindhi Colony,5 BHK,HMeuran,5665.84,7.0,1.5947635795232513,
2431,2431,Super built-up  Area,18-Apr,Nanjappa Layout,2 BHK,Unknown,1232,2.0,1.0,
2432,2432,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290,2.0,2.0,12.9
2433,2433,Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,Apinaa ,2610,4.0,2.0,8.3
2434,2434,Super built-up  Area,Ready To Move,Anandapura,3 BHK,ViensRK,1576,3.0,2.0,12.4
2435,2435,Super built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,Unknown,980,2.0,1.0,13.4
2436,2436,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4000,6.0,1.0,11.1
2437,2437,Super built-up  Area,18-Jun,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,17.2
2438,2438,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Sulla S,1181,2.0,2.0,13.3
2439,2439,Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,6652,6.0,1.0,18.0
2440,2440,Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,ArnzaFi,1307,2.0,2.0,20.9
2441,2441,Super built-up  Area,18-May,Roopena Agrahara,3 BHK,Unknown,1215,2.0,2.0,8.6
2442,2442,Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,Unknown,1180,2.0,3.0,10.6
2443,2443,Built-up  Area,Ready To Move,Amruthahalli,1 Bedroom,Unknown,600,1.0,1.0,14.4
2444,2444,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1115,2.0,2.0,17.2
2445,2445,Super built-up  Area,Ready To Move,Kanakapur main road,2 BHK,Unknown,1025,2.0,2.0,
2446,2446,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,15.4
2447,2447,Super built-up  Area,Ready To Move,Gottigere,2 BHK,i1ncyRe,1200,2.0,2.0,15.2
2448,2448,Built-up  Area,19-Dec,Church Street,4 BHK,CoDast ,2920,4.0,3.0,
2449,2449,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,11.1
2450,2450,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,1.0,20.3
2451,2451,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,Unknown,1150,2.0,1.0,17.7
2452,2452,Super built-up  Area,20-Dec,Old Madras Road,2 BHK,Shmes O,935,2.0,1.0,4.7
2453,2453,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SLiritn,1404,2.0,2.0,17.3
2454,2454,Built-up  Area,Ready To Move,BCC Layout,4 Bedroom,Unknown,2700,3.0,2.0,
2455,2455,Built-up  Area,Ready To Move,HSR Layout,2 BHK,VaiewV ,1203,2.0,2.0,10.5
2456,2456,Plot  Area,Ready To Move,Nagavara,3 Bedroom,Unknown,440,3.0,1.0,13.2
2457,2457,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Unknown,1571,3.0,3.0,12.0
2458,2458,Super built-up  Area,Ready To Move,Mariyannapalya,2 BHK,Unknown,1125,2.0,2.0,
2459,2459,Super built-up  Area,18-Apr,Kammasandra,1 BHK,Prony S,610,1.0,1.0,21.2
2460,2460,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Unknown,1198,2.0,2.0,13.7
2461,2461,Plot  Area,Ready To Move,Chandapura,3 Bedroom,Upldsin,1200,3.0,2.0,24.0
2462,2462,Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,VRaceer,1200,2.0,2.0,
2463,2463,Plot  Area,Ready To Move,Sathya Sai Layout,4 Bedroom,Prowshi,6688,6.0,1.0,18.0
2464,2464,Super built-up  Area,Ready To Move,Crimson Layout,3 BHK,ARntyne,1830,3.0,2.0,
2465,2465,Super built-up  Area,19-Sep,Kudlu Gate,3 BHK,Srods P,1432,2.0,2.0,11.8
2466,2466,Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Srhts P,2300,2.0,0.0,12.0
2467,2467,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,HMigond,1331.95,2.0,2.0,15.8
2468,2468,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Unknown,1876,3.0,3.0,13.4
2469,2469,Super built-up  Area,18-Dec,Whitefield,3 BHK,Asarqz ,1639,3.0,2.0,17.3
2470,2470,Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,Unknown,1200,4.0,2.0,13.8
2471,2471,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1665,3.0,2.0,26.5
2472,2472,Super built-up  Area,Ready To Move,Kogilu,2 BHK,Unknown,1140,2.0,2.0,19.6
2473,2473,Super built-up  Area,21-Dec,Electronic City,4 BHK,KonteiT,2093,4.0,2.0,18.1
2474,2474,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,26.5
2475,2475,Super built-up  Area,18-May,TC Palaya,3 BHK,Unknown,1330,3.0,3.0,12.2
2476,2476,Plot  Area,Ready To Move,1st Block Koramangala,4 Bedroom,Unknown,1200,5.0,1.0,9.8
2477,2477,Built-up  Area,18-Dec,Talaghattapura,3 Bedroom,Unknown,1800,3.0,1.0,17.1
2478,2478,Built-up  Area,Ready To Move,"Thanisandra Main Road, ",4 BHK,Unknown,2872,4.0,3.0,
2479,2479,Super built-up  Area,Ready To Move,Kumarapalli,3 BHK,BMmesHo,1486,2.0,2.0,13.2
2480,2480,Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,Siourpl,1425,1.0,0.0,12.1
2481,2481,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1255,2.0,2.0,15.3
2482,2482,Built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,750,2.0,1.0,18.1
2483,2483,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Unknown,1225,2.0,3.0,17.0
2484,2484,Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274,2.0,1.0,9.6
2485,2485,Built-up  Area,Ready To Move,Medahalli,9 BHK,Unknown,4600,9.0,1.5947635795232513,14.7
2486,2486,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,9.6
2487,2487,Super built-up  Area,19-Jun,Mallathahalli,2 BHK,Siacen ,1100,2.0,2.0,15.0
2488,2488,Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1760,3.0,2.0,17.3
2489,2489,Plot  Area,18-Jul,Bommasandra,3 Bedroom,Unknown,1200,3.0,2.0,21.7
2490,2490,Super built-up  Area,Ready To Move,Basavanapura,7 BHK,Unknown,1800,5.0,3.0,13.6
2491,2491,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Arhid O,1095,2.0,2.0,24.0
2492,2492,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,10.5
2493,2493,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,3.0,15.3
2494,2494,Super built-up  Area,18-Feb,Kundalahalli,3 BHK,Dieldli,1724,3.0,3.0,17.4
2495,2495,Super built-up  Area,18-Mar,Horamavu Agara,2 BHK,Unknown,1058,2.0,2.0,12.2
2496,2496,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,Unknown,1464,3.0,2.0,12.1
2497,2497,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1975,3.0,3.0,13.8
2498,2498,Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,1112,2.0,1.0,17.2
2499,2499,Built-up  Area,Ready To Move,Doddabommasandra,2 Bedroom,Unknown,1600,2.0,1.0,15.8
2500,2500,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Unknown,1648,3.0,2.0,17.5
2501,2501,Super built-up  Area,18-May,Puttanahalli,2 BHK,Unknown,1100,2.0,2.0,20.0
2502,2502,Super built-up  Area,18-Nov,Hoskote,1 BHK,Arity S,509,1.0,1.0,24.7
2503,2503,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2265,3.0,3.0,17.1
2504,2504,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,Unknown,1200,2.0,2.0,9.4
2505,2505,Super built-up  Area,Ready To Move,Makali,1 BHK,Unknown,530,1.0,1.0,
2506,2506,Built-up  Area,Ready To Move,Green View Layout,2 BHK,Makeser,1010,2.0,1.0,18.1
2507,2507,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Mancya ,1150,2.0,2.0,8.9
2508,2508,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Tiare S,1340,2.0,1.5947635795232513,17.2
2509,2509,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Cedusy ,1850,3.0,1.0,15.3
2510,2510,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Srtasno,907,2.0,1.0,19.6
2511,2511,Plot  Area,Ready To Move,Benson Town,2 Bedroom,Unknown,1688,2.0,0.0,5.6
2512,2512,Plot  Area,Ready To Move,Ulsoor,2 Bedroom,Unknown,1160,2.0,1.0,3.1
2513,2513,Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Unknown,1600,2.0,1.0,7.1
2514,2514,Plot  Area,Ready To Move,Prasanna layout Herohalli,6 Bedroom,Unknown,1800,5.0,1.0,
2515,2515,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5.0,1.0,13.8
2516,2516,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Unknown,1464,3.0,2.0,19.0
2517,2517,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1295,2.0,1.0,10.0
2518,2518,Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1012,2.0,1.0,11.1
2519,2519,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Unknown,1000,2.0,1.0,21.5
2520,2520,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1010,2.0,1.0,19.6
2521,2521,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1379,2.0,1.0,14.3
2522,2522,Built-up  Area,18-May,Kasavanhalli,2 BHK,Brersge,1121,2.0,2.0,15.0
2523,2523,Built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,MCrds S,1200,2.0,1.0,8.5
2524,2524,Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,Sowerew,3124,6.0,3.0,9.8
2525,2525,Super built-up  Area,18-Sep,Bannerghatta Road,2 BHK,DSnjh S,1246,2.0,2.0,18.8
2526,2526,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Unknown,1420,3.0,2.0,11.0
2527,2527,Carpet  Area,Ready To Move,Shivaji Nagar,2 BHK,Unknown,600,1.0,1.0,3.3
2528,2528,Super built-up  Area,Ready To Move,Hadosiddapura,2 BHK,Unknown,1090,2.0,2.0,
2529,2529,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1355,2.0,1.0,18.1
2530,2530,Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1425,2.0,1.0,18.9
2531,2531,Built-up  Area,Ready To Move,Chikkabanavar,8 Bedroom,Unknown,4000,7.0,0.0,19.7
2532,2532,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Unknown,1700,3.0,2.0,20.3
2533,2533,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2099,3.0,2.0,17.1
2534,2534,Plot  Area,18-Apr,Yelahanka,5 Bedroom,Unknown,1330,5.0,0.0,20.8
2535,2535,Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520,2.0,1.0,38.7
2536,2536,Built-up  Area,Ready To Move,Sarvobhogam Nagar,3 BHK,RodenGa,1490,3.0,0.0,
2537,2537,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Unknown,1000,2.0,2.0,9.9
2538,2538,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Saniai ,1291,2.0,2.0,13.3
2539,2539,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,26.5
2540,2540,Super built-up  Area,Ready To Move,Near International Airport,2 BHK,PronsAs,1330,2.0,1.0,
2541,2541,Plot  Area,Ready To Move,Ramakrishnappa Layout,4 Bedroom,Unknown,9200,4.0,1.5947635795232513,12.4
2542,2542,Plot  Area,Ready To Move,Pattegarhpalya,8 Bedroom,Unknown,1200,8.0,0.0,
2543,2543,Built-up  Area,Ready To Move,Palace Road,2 BHK,NantsGa,1650,1.0,1.0,
2544,2544,Plot  Area,Ready To Move,Defence Colony,6 Bedroom,Unknown,8000,6.0,3.0,4.2
2545,2545,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Unknown,1125,2.0,1.0,12.9
2546,2546,Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Unknown,1310,2.0,1.0,7.2
2547,2547,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sririth,1096,2.0,2.0,12.9
2548,2548,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,814,2.0,1.0,29.2
2549,2549,Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Unknown,3500,3.0,2.0,17.2
2550,2550,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,15.3
2551,2551,Super built-up  Area,Ready To Move,Singanayakanahalli,3 BHK,Unknown,1480,2.0,0.0,
2552,2552,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4000,6.0,1.0,11.1
2553,2553,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Ablmsol,1500,2.0,3.0,9.5
2554,2554,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1850,3.0,2.0,17.2
2555,2555,Super built-up  Area,Ready To Move,Jalahalli West,2 BHK,Prntsax,745,2.0,1.0,17.5
2556,2556,Super built-up  Area,18-Dec,Whitefield,1 BHK,Goted U,613,1.0,1.0,17.3
2557,2557,Plot  Area,Ready To Move,Rajarajeshwari nagar,4 Bedroom,Unknown,1200,5.0,1.5947635795232513,
2558,2558,Carpet  Area,Ready To Move,Bannerghatta Road,3 BHK,Vemit S,1470,2.0,1.0,18.8
2559,2559,Plot  Area,Ready To Move,Frazer Town,1 Bedroom,Unknown,896,1.0,0.0,4.0
2560,2560,Super built-up  Area,Ready To Move,Tilak Nagar,1 BHK,Unknown,250,2.0,2.0,
2561,2561,Plot  Area,Ready To Move,T Dasarahalli,6 Bedroom,Unknown,1200,3.0,1.5947635795232513,
2562,2562,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Unknown,1160,2.0,2.0,18.8
2563,2563,Plot  Area,Ready To Move,Laggere,7 Bedroom,Unknown,1590,9.0,3.0,15.7
2564,2564,Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,520,1.0,1.0,31.8
2565,2565,Plot  Area,Ready To Move,T Dasarahalli,9 Bedroom,Unknown,1178,9.0,1.0,
2566,2566,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2.0,1.0,18.1
2567,2567,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,MJarlPe,1155,2.0,1.0,18.6
2568,2568,Super built-up  Area,18-Aug,Chandapura,1 BHK,SuVue S,520,1.0,1.0,24.0
2569,2569,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Maorai ,1615,2.0,3.0,13.7
2570,2570,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,Unknown,6000,8.0,3.0,15.3
2571,2571,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,15.3
