ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,dist_from_city
9094,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2450,3.0,3.0,330.0,9.6
9095,Super built-up  Area,Ready To Move,Glass Factory Layout,2 BHK,SVhyaga,1152,2.0,1.0,42.0,22.5
9096,Super built-up  Area,18-May,Uttarahalli,3 BHK,DSera S,1525,2.0,2.0,62.82,12.9
9097,Super built-up  Area,20-Dec,Whitefield,2 BHK,Unknown,935,2.0,1.0,32.72,17.3
9098,Super built-up  Area,Ready To Move,Jagadish Nagar,3 BHK,SMdesy ,1465,2.0,2.0,88.0,17.3
9099,Built-up  Area,Ready To Move,HBR Layout,2 BHK,Unknown,1198,2.0,1.0,65.0,8.8
9100,Super built-up  Area,Ready To Move,3rd Phase Iti Layout,2 BHK,Unknown,1145,2.0,1.0,63.0,17.3
9101,Plot  Area,18-Aug,Attibele,2 Bedroom,Unknown,1000,2.0,1.0,42.0,31.8
9102,Built-up  Area,Ready To Move,Anekal,1 BHK,Unknown,400,1.0,1.0,11.5,34.2
9103,Built-up  Area,Ready To Move, south,4 BHK,Unknown,3420,3.0,2.0,410.0,17.3
9104,Super built-up  Area,18-Apr,Marathahalli,3 BHK,Unknown,1310,3.0,1.0,63.22,10.9
9105,Super built-up  Area,Ready To Move,Panathur,3 BHK,Isncasa,1861,3.0,3.0,92.0,14.2
9106,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Omy 2es,1265,2.0,2.0,65.0,12.9
9107,Super built-up  Area,Ready To Move,Green Domain Layout,2 BHK,Unknown,1280,2.0,2.0,75.0,17.3
9108,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Unknown,1279,2.0,1.0,53.76,15.3
9109,Plot  Area,18-May,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,66.0,12.2
9110,Plot  Area,18-May,"Ananthapura, T C palaya Main Road",2 Bedroom,Unknown,680,3.0,2.0,60.0,17.3
9111,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590,3.0,2.0,57.0,12.9
9112,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1837,3.0,3.0,142.0,13.3
9113,Super built-up  Area,16-Dec,Hegde Nagar,3 BHK,Soiniy ,1703,3.0,2.0,130.0,13.7
9114,Super built-up  Area,Ready To Move,Kudlu,3 BHK,MJinala,1293,2.0,2.0,80.0,13.4
9115,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,35.0,26.5
9116,Super built-up  Area,Ready To Move,Doctors Layout,3 BHK,Deonsxp,1450,3.0,2.0,75.0,11.4
9117,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Matonr ,1030,2.0,2.0,57.0,10.9
9118,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3.0,3.0,65.93,26.5
9119,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,AiIIIpl,1000,2.0,2.0,60.0,11.0
9120,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,37.0,38.4
9121,Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091,2.0,1.0,33.82,17.4
9122,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,BrontLa,2210,3.0,3.0,165.0,14.6
9123,Built-up  Area,Ready To Move,Outer Ring Road East,3 BHK,Unknown,1738,3.0,0.0,110.0,9.8
9124,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,262.0,9.6
9125,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Sklls C,1205,2.0,1.0,56.58,15.2
9126,Super built-up  Area,19-May,Kengeri,2 BHK,Unknown,1009,2.0,1.0,30.27,22.5
9127,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,Unknown,1200,4.0,3.0,240.0,15.2
9128,Built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3362,5.0,2.0,249.0,15.0
9129,Super built-up  Area,18-May,Mysore Road,3 BHK,Brama P,1410 - 1710,2.0,1.5817572892040976,83.3,28.6
9130,Built-up  Area,Ready To Move,Rajaji Nagar,4 Bedroom,Unknown,1600,3.0,0.0,140.0,9.6
9131,Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,Unknown,960,2.0,1.0,55.0,10.6
9132,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,46.55,12.9
9133,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Savarar,1024,2.0,1.0,32.0,17.3
9134,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,15.3
9135,Super built-up  Area,Ready To Move,Mico Layout,1 BHK,Coora S,800,1.0,1.0,29.5,11.5
9136,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maana E,2650,3.0,2.0,260.0,17.2
9137,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Tincyum,1080,2.0,2.0,60.0,12.9
9138,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Unknown,1150,2.0,1.0,55.0,11.1
9139,Super built-up  Area,18-May,Dasanapura,3 BHK,Tavenew,1286,2.0,1.0,68.0,29.2
9140,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Sahidri,2990,3.0,2.0,198.0,17.3
9141,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,AnnceEl,1150,2.0,2.0,90.0,9.9
9142,Super built-up  Area,Ready To Move,Cooke Town,2 BHK,Unknown,1310,2.0,2.0,111.0,5.4
9143,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,2.0,72.0,17.3
9144,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Alarke ,1307,2.0,1.0,50.0,9.6
9145,Plot  Area,18-Aug,Channasandra,4 Bedroom,Unknown,1500,4.0,1.0,89.45,19.6
9146,Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,CoiewSy,1500,3.0,1.0,90.0,23.3
9147,Super built-up  Area,18-Nov,Thanisandra,2 BHK,Bhe 2ko,1079 - 1183,2.0,0.0,55.975,11.5
9148,Built-up  Area,Ready To Move,Whitefield,3 Bedroom,Unknown,1600,3.0,0.0,69.1,17.3
9149,Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800 - 2870,4.0,0.0,241.0,19.0
9150,Super built-up  Area,21-Mar,Yelahanka,1 BHK,Goues A,682,1.0,1.0,36.23,20.8
9151,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,2500,4.0,1.0,420.0,17.3
9152,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.5,17.5
9153,Super built-up  Area,18-Apr,Haralur Road,3 BHK,SNnia E,1850,3.0,2.0,120.0,14.9
9154,Plot  Area,Ready To Move,Gubbalala,4 Bedroom,Unknown,2000,4.0,1.0,85.0,15.4
9155,Super built-up  Area,18-May,Phase 1 Kammasandra,2 BHK,Unknown,982,2.0,1.0,25.0,17.3
9156,Built-up  Area,Ready To Move,Nandi Durga Road,2 BHK,Unknown,2015,4.0,0.0,325.0,17.3
9157,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,115.0,11.5
9158,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Unknown,1250,2.0,2.0,79.0,14.4
9159,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,2.0,40.54,15.3
9160,Plot  Area,Ready To Move,Sneha Colony,2 Bedroom,MGntsar,1050,2.0,1.0,110.0,17.3
9161,Super built-up  Area,19-Mar,Yelahanka,2 BHK,Goues A,1023,2.0,1.0,52.59,20.8
9162,Super built-up  Area,Ready To Move,Dairy Circle,2 BHK,Soeurri,1541,2.0,1.0,181.0,6.9
9163,Super built-up  Area,Ready To Move,Siddapura,2 BHK,Vidgema,1275,2.0,1.0,105.0,15.9
9164,Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230 - 1290,2.0,0.0,71.195,12.9
9165,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Brtondd,1580,3.0,3.0,125.0,17.2
9166,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Inntss ,1343,2.0,2.0,75.0,11.5
9167,Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,52.81,21.7
9168,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,72.0,17.4
9169,Built-up  Area,Ready To Move,Shampura,2 BHK,Koillph,1187,2.0,2.0,42.0,9.5
9170,Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,Unknown,1050,3.0,0.0,147.0,11.2
9171,Plot  Area,18-Feb,Frazer Town,1 Bedroom,Unknown,560,1.0,0.0,90.0,4.0
9172,Built-up  Area,Ready To Move,Banashankari Stage III,3 Bedroom,Unknown,1000,2.0,1.0,120.0,11.2
9173,Plot  Area,Ready To Move,Nagadevanahalli,5 Bedroom,Unknown,1200,5.0,1.5817572892040976,260.0,16.1
9174,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1075,2.0,2.0,45.0,16.8
9175,Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,2048,3.0,2.0,206.0,6.9
9176,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Vaw 1il,1090,2.0,1.0,57.0,15.3
9177,Super built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,URodsmb,1119,2.0,1.0,48.5,17.4
9178,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,Unknown,1355,2.0,3.0,58.25,17.3
9179,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1445,2.0,2.0,86.69,14.4
9180,Plot  Area,Ready To Move,Electronics City Phase 1,6 Bedroom,Unknown,1314,5.0,1.0,120.0,20.3
9181,Super built-up  Area,19-Jan,Malleshwaram,4 BHK,Unknown,6500,4.0,3.0,1400.0,8.3
9182,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1165,2.0,2.0,64.08,13.4
9183,Super built-up  Area,Ready To Move,Hormavu,2 BHK,SKvanin,943 - 1220,2.0,0.0,38.665,11.9
9184,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1787,3.0,2.0,107.0,11.8
9185,Plot  Area,Ready To Move,Mico Layout,4 Bedroom,Unknown,3600,4.0,1.5817572892040976,330.0,11.5
9186,Plot  Area,Ready To Move,Battarahalli,6 Bedroom,Unknown,1200,6.0,1.0,100.0,12.9
9187,Built-up  Area,18-Dec,Electronic City,2 BHK,Itelaa ,1020,2.0,1.0,29.45,18.1
9188,Super built-up  Area,18-Jul,Sarjapur  Road,3 BHK,Ceiti I,1797,4.0,1.0,95.0,17.2
9189,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Viaree ,1205,2.0,2.0,58.0,17.3
9190,Super built-up  Area,18-Dec,Chennammana Kere,2 BHK,Unknown,1095,2.0,2.0,55.85,9.7
9191,Built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1560,2.0,2.0,98.0,20.8
9192,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Unknown,1200,2.0,1.0,68.0,10.9
9193,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,Unknown,1200,1.0,1.0,200.0,9.6
9194,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,2.0,65.0,26.5
9195,Super built-up  Area,18-Mar,Whitefield,3 BHK,Asarqz ,1496,2.0,1.0,718.0,17.3
9196,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1935,4.0,2.0,122.0,11.5
9197,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1016,2.0,1.0,45.0,15.7
9198,Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1816,3.0,1.0,119.0,12.9
9199,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,125.0,11.0
9200,Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041 - 2090,4.0,0.0,91.915,13.3
9201,Super built-up  Area,Ready To Move,Kengeri,2 BHK,DRens A,1220,2.0,2.0,63.0,22.5
9202,Plot  Area,Ready To Move,Hosur Road,4 Bedroom,Nanuena,3000,4.0,2.0,160.0,19.0
9203,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,1.0,86.0,11.0
9204,Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,1200,4.0,3.0,210.0,17.0
9205,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Atreli ,1250,2.0,2.0,60.0,11.9
9206,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1424,2.0,3.0,80.0,12.9
9207,Built-up  Area,Ready To Move,Hennur Road,2 BHK,DSeldpr,1297,2.0,1.0,49.9,14.4
9208,Plot  Area,18-Dec,Karuna Nagar,3 Bedroom,Ajows V,1300,3.0,1.0,170.0,20.1
9209,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1290,2.0,1.0,89.9,16.1
9210,Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1720,2.0,1.0,130.0,8.3
9211,Super built-up  Area,Ready To Move,Judicial Layout,7 BHK,Unknown,1200,7.0,2.0,199.0,16.3
9212,Plot  Area,Ready To Move,Deepanjali Nagar,3 Bedroom,Unknown,2320,2.0,0.0,160.0,17.3
9213,Super built-up  Area,Ready To Move,Nallurhalli,3 BHK,TrryaAi,1237,3.0,2.0,78.0,16.5
9214,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1720,3.0,3.0,98.97,17.3
9215,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,SurtsCo,1224,2.0,2.0,45.0,12.1
9216,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1780,3.0,2.0,107.0,20.8
9217,Plot  Area,Ready To Move,Seegehalli,4 Bedroom,Stndeil,4700,5.0,3.0,800.0,13.9
9218,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Unknown,1800,3.0,2.0,93.0,20.3
9219,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1139,2.0,2.0,56.5,30.9
9220,Plot  Area,18-May,Pulkeshi Nagar,1 Bedroom,Unknown,588,1.0,0.0,88.2,17.3
9221,Super built-up  Area,22-Dec,2nd Phase Judicial Layout,2 BHK,Unknown,700,2.0,1.0,35.0,17.7
9222,Plot  Area,Ready To Move,Kengeri,1 Bedroom,Unknown,1150,1.0,0.0,52.0,22.5
9223,Super built-up  Area,18-Aug,Channasandra,3 BHK,Unknown,1330,2.0,2.0,51.83,19.6
9224,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,194.0,9.9
9225,Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Unknown,965,2.0,1.0,38.0,15.8
9226,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Aangsur,1600,3.0,2.0,95.0,17.3
9227,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,Unknown,1464,2.0,2.0,56.0,12.1
9228,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,APuraen,3100,3.0,1.5817572892040976,400.0,4.0
9229,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,45.0,38.4
9230,Plot  Area,Ready To Move,Kengeri Hobli,2 Bedroom,Unknown,1840,1.0,0.0,95.0,17.3
9231,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,Unknown,1223,3.0,2.0,39.14,15.4
9232,Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1170,2.0,2.0,44.0,11.7
9233,Super built-up  Area,18-Apr,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,207.0,4.7
9234,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sririth,950,2.0,2.0,35.0,12.9
9235,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Tusom B,5400,3.0,2.0,400.0,4.0
9236,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,865,2.0,1.0,40.0,18.1
9237,Plot  Area,Ready To Move,Kirloskar Layout,4 Bedroom,Unknown,2400,4.0,2.0,89.0,19.0
9238,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1169,2.0,2.0,75.0,13.3
9239,Built-up  Area,Ready To Move,Hormavu,2 BHK,Unknown,1206,2.0,1.5817572892040976,40.0,11.9
9240,Plot  Area,Ready To Move,SARJAPUR BAGALUR ROAD,4 Bedroom,Unknown,10961,4.0,1.0,80.0,17.3
9241,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1683,3.0,1.0,110.0,21.4
9242,Super built-up  Area,18-May,Mico Layout,3 BHK,Unknown,1250,2.0,2.0,44.0,11.5
9243,Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,Unknown,3150,4.0,3.0,218.0,16.9
9244,Plot  Area,Ready To Move,B Y Raveshwara Nagar,4 Bedroom,Unknown,1200,2.0,1.0,140.0,17.3
9245,Carpet  Area,18-Dec,Bhoganhalli,3 BHK,Rosha I,1234.6,3.0,1.0,104.0,15.3
9246,Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saahaat,492,1.0,1.0,40.0,11.1
9247,Built-up  Area,Ready To Move,Banashankari,2 BHK,Sriseva,600,1.0,0.0,27.0,11.2
9248,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Mykyayi,1902,3.0,2.0,89.0,13.5
9249,Plot  Area,18-May,Kothnur Narayanapura,6 Bedroom,Unknown,1200,6.0,1.5817572892040976,125.0,17.3
9250,Super built-up  Area,18-Nov,Govindpura,3 BHK,Unknown,1639,3.0,1.0,77.89,10.0
9251,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Ocrda M,1214,2.0,3.0,67.0,15.0
9252,Built-up  Area,Ready To Move,Kadabagere,2 BHK,Jahipa ,565,2.0,1.0,15.0,26.6
9253,Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,Unknown,2520,4.0,1.0,378.0,10.9
9254,Super built-up  Area,18-Dec,Harlur,2 BHK,BrriaIm,1386,2.0,2.0,85.0,16.1
9255,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Guranya,1535,3.0,3.0,60.0,18.8
9256,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,RookaJh,1720,3.0,1.5817572892040976,175.0,10.9
9257,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2.0,2.0,54.79,11.0
9258,Built-up  Area,18-Mar,Bannerghatta Road,3 BHK,SNity S,1655,3.0,3.0,90.0,18.8
9259,Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Saata S,1200,2.0,2.0,52.0,18.0
9260,Super built-up  Area,Ready To Move,Horamavu Banaswadi,3 BHK,Saaksa ,1610,3.0,3.0,68.0,9.9
9261,Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,Unknown,2200,4.0,2.0,130.0,11.7
9262,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,66.0,12.2
9263,Super built-up  Area,Ready To Move,Mahalakshmi Layout,2 BHK,Unknown,1105,2.0,1.0,80.0,11.4
9264,Plot  Area,Ready To Move,Banjara Layout,2 Bedroom,Unknown,753,3.0,3.0,59.5,11.1
9265,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Prtates,1655,3.0,1.0,108.0,17.3
9266,Built-up  Area,Ready To Move,KR Garden,3 Bedroom,Unknown,1700,3.0,1.0,250.0,6.6
9267,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Prodsth,770,2.0,2.0,30.0,12.0
9268,Super built-up  Area,18-May,Balagere,2 BHK,Soresea,1210,2.0,1.0,69.0,16.1
9269,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Unknown,965,2.0,2.0,37.15,11.9
9270,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,1.0,1.0,41.0,26.5
9271,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Veales ,1740,3.0,2.0,95.0,17.3
9272,Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,1.0,37.84,19.3
9273,Super built-up  Area,17-Oct,Sarjapur  Road,3 BHK,Asuceis,1763.25,3.0,3.0,98.0,17.2
9274,Super built-up  Area,Ready To Move,Basaveshwara Nagar,3 BHK,Suncy R,1900,3.0,3.0,150.0,10.9
9275,Plot  Area,Ready To Move,Kammanahalli,6 Bedroom,Unknown,1000,6.0,3.0,150.0,7.6
9276,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,DSillto,1450,2.0,2.0,55.0,9.9
9277,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1836,3.0,2.0,148.0,7.2
9278,Super built-up  Area,Ready To Move,Hoodi Layout,2 BHK,SVstos ,1160,2.0,2.0,75.0,17.3
9279,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,AdestAs,1153,2.0,1.0,43.0,14.4
9280,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,SatatHa,1285,2.0,2.0,55.0,10.9
9281,Super built-up  Area,Ready To Move,Rest House Road,3 BHK,Unknown,2500,3.0,2.0,400.0,17.3
9282,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1194,2.0,2.0,47.0,14.9
9283,Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Krshi G,1257,2.0,1.0,105.0,13.0
9284,Plot  Area,Ready To Move,Whitefield,3 Bedroom,Anlthmo,1200,3.0,1.0,56.72,17.3
9285,Carpet  Area,19-Jun,Hormavu,1 BHK,Kolisl ,527 - 639,1.0,0.0,28.275,11.9
9286,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1240,2.0,1.0,79.0,20.9
9287,Super built-up  Area,Ready To Move,Basapura,3 BHK,Jaangm ,1294,2.0,2.0,52.0,14.4
9288,Super built-up  Area,Ready To Move,Nagondanahalli,2 BHK,DSldsen,1095,2.0,1.0,45.0,19.0
9289,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0,10.5
9290,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1826,3.0,2.0,130.0,17.2
9291,Super built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,Maavera,1314,2.0,2.0,60.0,20.3
9292,Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1900,2.0,1.0,120.0,8.3
9293,Super built-up  Area,18-May,KEB Colony,2 BHK,Unknown,1040,2.0,2.0,36.84,17.3
9294,Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1290,2.0,1.0,85.0,12.9
9295,Plot  Area,Ready To Move,Kodigehaali,4 Bedroom,Unknown,1200,4.0,0.0,130.0,15.8
9296,Super built-up  Area,Ready To Move,Gollahalli,3 BHK,SuanaNa,1325,2.0,1.0,47.0,18.9
9297,Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,195.0,11.1
9298,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Unknown,1129,2.0,1.0,44.0,11.9
9299,Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,645 - 936,1.0,0.0,42.295,16.1
9300,Built-up  Area,Ready To Move,Hebbal,2 BHK,Diaveic,1075,2.0,0.0,52.0,11.1
9301,Super built-up  Area,Ready To Move,Green View Layout,2 BHK,Makeser,1108,2.0,1.0,48.0,18.1
9302,Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Unknown,810,2.0,1.0,25.5,21.6
9303,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,MJarlPe,1155,2.0,1.0,65.0,18.6
9304,Super built-up  Area,Ready To Move,Rajaji Nagar,6 BHK,Unknown,3900,6.0,3.0,260.0,9.6
9305,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Unknown,2367,3.0,3.0,375.0,9.6
9306,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1550,2.0,2.0,98.0,17.2
9307,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Unknown,1100,2.0,2.0,38.0,9.8
9308,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,54.2,26.5
9309,Super built-up  Area,Ready To Move,Kothanur,2 BHK,Unknown,1141,2.0,2.0,54.0,11.8
9310,Super built-up  Area,Ready To Move,HOSUR RMAIN ROAD,3 BHK,Unknown,1464,3.0,2.0,56.0,17.3
9311,Super built-up  Area,Ready To Move,Hanumanth Nagar,3 BHK,Saersel,1500,3.0,3.0,67.49,17.3
9312,Super built-up  Area,Ready To Move,Anekal,1 BHK,Unknown,456,1.0,1.0,15.0,34.2
9313,Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,Unknown,1200,4.0,1.0,125.0,11.7
9314,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,245.0,15.0
9315,Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Unknown,760,2.0,2.0,37.49,12.2
9316,Plot  Area,Ready To Move,Koramangala,6 Bedroom,Unknown,2400,6.0,0.0,480.0,8.3
9317,Built-up  Area,Ready To Move,Electronic City,2 BHK,Mavanru,800,2.0,2.0,32.0,18.1
9318,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRlpank,1180,2.0,1.0,71.22,16.8
9319,Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,Chisea ,775,2.0,2.0,29.5,8.9
9320,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1145,2.0,2.0,49.5,17.2
9321,Super built-up  Area,Ready To Move,Konappana Agrahara,2 BHK,Unknown,1060,2.0,1.0,42.5,17.3
9322,Super built-up  Area,Ready To Move,Cooke Town,4 BHK,Unknown,3900,5.0,1.5817572892040976,415.0,5.4
9323,Super built-up  Area,19-Sep,Yelahanka New Town,3 BHK,Unknown,1420,2.0,1.0,75.0,21.5
9324,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,190.0,15.3
9325,Plot  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,Unknown,1200,4.0,2.0,300.0,9.7
9326,Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1111,2.0,1.0,49.43,13.3
9327,Built-up  Area,Ready To Move,Jeevan bima nagar,2 Bedroom,Unknown,984,2.0,2.0,125.0,6.9
9328,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,42.0,10.8
9329,Super built-up  Area,18-Oct,Bannerghatta Road,2 BHK,DSnjh S,1247,2.0,1.0,47.39,18.8
9330,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,77.47,11.0
9331,Super built-up  Area,Ready To Move,Devanahalli,3 BHK,Unknown,1550,3.0,1.0,85.0,38.7
9332,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,1.0,80.0,11.0
9333,Super built-up  Area,18-Apr,Balagere,2 BHK,Soresea,1012,2.0,1.0,65.0,16.1
9334,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Shncy R,970,2.0,2.0,34.0,18.1
